,year,state,id,name,type,population
13225,2012,AL,1,Gadsden/Northeast Alabama,Total Homeless,544
13246,2012,AL,1,Tuscaloosa City & County,Total Homeless,152
13267,2012,AL,1,Alabama Balance of State,Total Homeless,886
13288,2012,AR,5,Little Rock/Central Arkansas,Total Homeless,"1,249"
13309,2012,AR,5,Fayetteville/Northwest Arkansas,Total Homeless,186
13330,2012,AR,5,Arkansas  Balance of State ,Total Homeless,"1,873"
13351,2012,AR,5,Delta Hills,Total Homeless,785
13372,2012,AR,5,Southeast Arkansas,Total Homeless,64
13393,2012,AR,5,"Boone, Baxter, Marion, Newton Counties",Total Homeless,57
13414,2012,AZ,4,Arizona Balance of State,Total Homeless,"2,451"
13435,2012,AZ,4,Tucson/Pima County,Total Homeless,"2,366"
13456,2012,AZ,4,Phoenix/Mesa/Maricopa County Regional,Total Homeless,"6,485"
13477,2012,CA,6,San Jose/Santa Clara City & County,Total Homeless,"7,053"
13498,2012,CA,6,San Francisco,Total Homeless,"5,895"
13519,2012,CA,6,Oakland/Alameda County,Total Homeless,"4,257"
13540,2012,CA,6,Sacramento City & County,Total Homeless,"2,812"
13561,2012,CA,6,Santa Rosa/Petaluma/Sonoma County,Total Homeless,"4,483"
13582,2012,CA,6,Richmond/Contra Costa County,Total Homeless,"2,386"
13603,2012,CA,6,"Salinas/Monterey, San Benito Counties",Total Homeless,"2,673"
13624,2012,CA,6,Marin County,Total Homeless,725
13645,2012,CA,6,Watsonville/Santa Cruz City & County,Total Homeless,"2,735"
13666,2012,CA,6,Mendocino County,Total Homeless,"1,441"
13687,2012,CA,6,Turlock/Modesto/Stanislaus County,Total Homeless,"1,470"
13708,2012,CA,6,Stockton/San Joaquin County,Total Homeless,"1,569"
13729,2012,CA,6,Daly/San Mateo County,Total Homeless,"1,845"
13750,2012,CA,6,"Visalia, Kings, Tulare Counties",Total Homeless,771
13771,2012,CA,6,Fresno/Madera County,Total Homeless,"4,492"
13792,2012,CA,6,"Roseville/Rocklin/Placer, Nevada Counties",Total Homeless,742
13813,2012,CA,6,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",Total Homeless,524
13834,2012,CA,6,Napa City & County,Total Homeless,248
13855,2012,CA,6,Vallejo/Solano County,Total Homeless,622
13876,2012,CA,6,Chico/Paradise/Butte County,Total Homeless,897
13897,2012,CA,6,Merced City & County,Total Homeless,502
13918,2012,CA,6,Davis/Woodland/Yolo County,Total Homeless,513
13939,2012,CA,6,Humboldt County,Total Homeless,846
13960,2012,CA,6,"Colusa, Glenn, Trinity Counties",Total Homeless,303
13981,2012,CA,6,Yuba City & County/Sutter County,Total Homeless,492
14002,2012,CA,6,El Dorado County,Total Homeless,217
14023,2012,CA,6,"Amador, Calaveras, Tuolumne and Mariposa Counties",Total Homeless,379
14044,2012,CA,6,Del Norte County,Total Homeless,437
14065,2012,CA,6,Los Angeles City & County,Total Homeless,"31,553"
14086,2012,CA,6,San Diego City and County,Total Homeless,"10,013"
14107,2012,CA,6,Santa Ana/Anaheim/Orange County,Total Homeless,"7,010"
14128,2012,CA,6,Santa Maria/Santa Barbara County,Total Homeless,"1,546"
14149,2012,CA,6,Bakersfield/Kern County,Total Homeless,"1,352"
14170,2012,CA,6,Long Beach,Total Homeless,"3,170"
14191,2012,CA,6,Pasadena,Total Homeless,904
14212,2012,CA,6,Riverside City & County,Total Homeless,"6,096"
14233,2012,CA,6,San Bernardino City & County,Total Homeless,"2,532"
14254,2012,CA,6,Oxnard/San Buenaventura/Ventura County,Total Homeless,"1,926"
14275,2012,CA,6,Glendale,Total Homeless,299
14296,2012,CA,6,Imperial County,Total Homeless,239
14317,2012,CA,6,San Luis Obispo County,Total Homeless,"2,129"
14338,2012,CO,8,Colorado Balance of State,Total Homeless,"9,283"
14359,2012,CO,8,Metropolitan Denver Homeless Initiative,Total Homeless,"6,358"
14380,2012,CO,8,Colorado Springs/El Paso County,Total Homeless,"1,127"
14401,2012,CT,9,Bridgeport/Norwalk /Stamford/Fairfield County,Total Homeless,902
14422,2012,CT,9,Connecticut Balance of State,Total Homeless,"3,307"
14443,2012,DC,11,District of Columbia,Total Homeless,"6,954"
14464,2012,DE,10,Delaware Statewide,Total Homeless,"1,008"
14485,2012,FL,12,"Sarasota/Bradenton/Manatee, Sarasota Counties",Total Homeless,921
14506,2012,FL,12,Tampa/Hillsborough County,Total Homeless,"7,419"
14527,2012,FL,12,St. Petersburg/Clearwater/Largo/Pinellas County,Total Homeless,"3,971"
14548,2012,FL,12,Lakeland/Winter Haven/Polk County,Total Homeless,881
14569,2012,FL,12,"Daytona Beach/Daytona/Volusia, Flagler Counties",Total Homeless,"2,384"
14590,2012,FL,12,"Fort Walton Beach/Okaloosa, Walton Counties",Total Homeless,"2,438"
14611,2012,FL,12,Tallahassee/Leon County,Total Homeless,797
14632,2012,FL,12,"Orlando/Orange, Osceola, Seminole Counties",Total Homeless,"3,661"
14653,2012,FL,12,"Gainesville/Alachua, Putnam Counties",Total Homeless,"1,814"
14674,2012,FL,12,"Fort Pierce/St. Lucie, Indian River, Martin Counties",Total Homeless,"1,724"
14695,2012,FL,12,"Jacksonville-Duval, Clay Counties",Total Homeless,"2,861"
14716,2012,FL,12,Pensacola/Escambia/Santa Rosa County,Total Homeless,792
14737,2012,FL,12,Saint Johns County,Total Homeless,"1,385"
14758,2012,FL,12,Palm Bay/Melbourne/Brevard County,Total Homeless,"2,062"
14779,2012,FL,12,Ocala/Marion County,Total Homeless,911
14800,2012,FL,12,"Panama City/Bay, Jackson Counties",Total Homeless,322
14821,2012,FL,12,"Hendry, Hardee, Highlands Counties",Total Homeless,"1,319"
14842,2012,FL,12,"Columbia, Hamilton, Lafayette, Suwannee Counties",Total Homeless,"1,180"
14863,2012,FL,12,Pasco County,Total Homeless,"4,351"
14884,2012,FL,12,"Citrus, Hernando, Lake, Sumter Counties",Total Homeless,"1,788"
14905,2012,FL,12,Miami/Dade County,Total Homeless,"3,976"
14926,2012,FL,12,Ft Lauderdale/Broward County,Total Homeless,"3,183"
14947,2012,FL,12,Punta Gorda/Charlotte County,Total Homeless,756
14968,2012,FL,12,Ft Myers/Cape Coral/Lee County,Total Homeless,781
14989,2012,FL,12,Monroe County,Total Homeless,922
15010,2012,FL,12,West Palm Beach/Palm Beach County,Total Homeless,"2,116"
15031,2012,FL,12,Naples/Collier County,Total Homeless,455
15052,2012,GA,13,Atlanta Continuum of Care,Total Homeless,"6,811"
15073,2012,GA,13,Georgia Balance of State,Total Homeless,"11,105"
15094,2012,GA,13,Athens/Clarke County,Total Homeless,361
15115,2012,GA,13,Augusta,Total Homeless,396
15136,2012,GA,13,Columbus-Muscogee/Russell County,Total Homeless,333
15157,2012,GA,13,Marietta/Cobb County,Total Homeless,392
15178,2012,GA,13,Savannah/Chatham County,Total Homeless,"1,118"
15199,2012,HI,15,Hawaii Balance of State,Total Homeless,"1,893"
15220,2012,HI,15,Honolulu,Total Homeless,"4,353"
15241,2012,IA,19,"Sioux City/Dakota, Woodbury Counties",Total Homeless,250
15262,2012,IA,19,Iowa Balance of State,Total Homeless,"1,860"
15283,2012,IA,19,Des Moines/Polk County,Total Homeless,818
15304,2012,ID,16,Boise/Ada County,Total Homeless,754
15325,2012,ID,16,Idaho Balance of State,Total Homeless,"1,214"
15346,2012,IL,17,McHenry County,Total Homeless,196
15367,2012,IL,17,"Rockford/Winnebago, Boone Counties",Total Homeless,727
15388,2012,IL,17,Waukegan/North Chicago/Lake County,Total Homeless,450
15409,2012,IL,17,Champaign/Urbana/Rantoul/Champaign County,Total Homeless,209
15430,2012,IL,17,Madison County,Total Homeless,196
15451,2012,IL,17,Joliet/Bolingbrook/Will County,Total Homeless,291
15472,2012,IL,17,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford",Total Homeless,376
15493,2012,IL,17,East Saint Louis/Belleville/Saint Clair County,Total Homeless,451
15514,2012,IL,17,Dekalb City & County,Total Homeless,125
15535,2012,IL,17,Chicago,Total Homeless,"6,710"
15556,2012,IL,17,Cook County,Total Homeless,"1,242"
15577,2012,IL,17,Bloomington/Central Illinois,Total Homeless,668
15598,2012,IL,17,Springfield/Sangamon County,Total Homeless,251
15619,2012,IL,17,DuPage County,Total Homeless,641
15640,2012,IL,17,South Central Illinois,Total Homeless,124
15661,2012,IL,17,Decatur/Macon County,Total Homeless,210
15682,2012,IL,17,Aurora/Elgin/Kane County,Total Homeless,431
15703,2012,IL,17,Rock Island/Moline/Northwestern Illinois,Total Homeless,263
15724,2012,IL,17,West Central Illinois,Total Homeless,172
15745,2012,IL,17,Southern Illinois,Total Homeless,411
15766,2012,IN,18,South Bend/Mishawaka/St. Joseph County,Total Homeless,653
15787,2012,IN,18,Indiana Balance of State,Total Homeless,"3,959"
15808,2012,IN,18,Indianapolis,Total Homeless,"1,647"
15829,2012,KS,20,Wichita/Sedgwick County,Total Homeless,550
15850,2012,KS,20,Topeka/Shawnee County,Total Homeless,577
15871,2012,KS,20,Overland Park/Shawnee/Johnson County,Total Homeless,288
15892,2012,KS,20,Kansas Balance of State,Total Homeless,"1,043"
15913,2012,KY,21,Kentucky Balance of State,Total Homeless,"2,328"
15934,2012,KY,21,Louisville/Jefferson County,Total Homeless,"1,532"
15955,2012,KY,21,Lexington/Fayette County,Total Homeless,"1,370"
15976,2012,LA,22,Lafayette/Acadiana,Total Homeless,518
15997,2012,LA,22,Shreveport/Bossier/Northwest,Total Homeless,804
16018,2012,LA,22,New Orleans/Jefferson Parish,Total Homeless,"4,903"
16039,2012,LA,22,Baton Rouge,Total Homeless,741
16060,2012,LA,22,Monroe/Northeast Louisiana,Total Homeless,257
16081,2012,LA,22,Slidell/Southeast Louisiana,Total Homeless,276
16102,2012,LA,22,Alexandria/Central Louisiana,Total Homeless,188
16123,2012,LA,22,Houma-Terrebonne/Thibodaux,Total Homeless,7
16144,2012,LA,22,Louisiana Balance of State,Total Homeless,78
16165,2012,MA,25,Boston,Total Homeless,"5,607"
16186,2012,MA,25,Lynn,Total Homeless,414
16207,2012,MA,25,Cape Cod/Islands,Total Homeless,364
16228,2012,MA,25,Springfield,Total Homeless,"2,444"
16249,2012,MA,25,New Bedford,Total Homeless,374
16270,2012,MA,25,Worcester City & County,Total Homeless,"1,572"
16291,2012,MA,25,Pittsfield/Berkshire County,Total Homeless,717
16312,2012,MA,25,Lowell,Total Homeless,534
16333,2012,MA,25,Cambridge,Total Homeless,485
16354,2012,MA,25,Gloucester/Haverhill/Salem/Essex County,Total Homeless,993
16375,2012,MA,25,Quincy/Brockton/Weymouth/Plymouth City and County,Total Homeless,"1,424"
16396,2012,MA,25,Fall River,Total Homeless,307
16417,2012,MA,25,Massachusetts Balance of State,Total Homeless,"1,739"
16438,2012,MA,25,Somerville,Total Homeless,145
16459,2012,MA,25,Brookline/Newton,Total Homeless,133
16480,2012,MA,25,Attleboro/Taunton/Bristol County,Total Homeless,249
16501,2012,MD,24,Cumberland/Allegany County,Total Homeless,110
16522,2012,MD,24,Baltimore City,Total Homeless,"3,854"
16543,2012,MD,24,Harford County,Total Homeless,189
16564,2012,MD,24,Annapolis/Anne Arundel County,Total Homeless,373
16585,2012,MD,24,Howard County,Total Homeless,230
16606,2012,MD,24,Baltimore County,Total Homeless,800
16627,2012,MD,24,Carroll County,Total Homeless,167
16648,2012,MD,24,Cecil County,Total Homeless,187
16669,2012,MD,24,"Charles, Calvert, St.Mary's Counties",Total Homeless,"1,156"
16690,2012,MD,24,Frederick City & County,Total Homeless,285
16711,2012,MD,24,Garrett County,Total Homeless,18
16732,2012,MD,24,Mid-Shore Regional,Total Homeless,80
16753,2012,MD,24,Hagerstown/Washington County,Total Homeless,161
16774,2012,MD,24,Wicomico/Somerset/Worcester County,Total Homeless,221
16795,2012,MD,24,Prince George`s County/Maryland,Total Homeless,641
16816,2012,MD,24,Montgomery County,Total Homeless,982
16837,2012,ME,23,Maine Balance of State,Total Homeless,"1,762"
16858,2012,ME,23,Portland,Total Homeless,631
16879,2012,MI,26,Michigan Balance of State,Total Homeless,"2,255"
16900,2012,MI,26,Detroit,Total Homeless,"3,115"
16921,2012,MI,26,Dearborn/Dearborn Heights/Westland/Wayne County,Total Homeless,476
16942,2012,MI,26,St. Clair Shores/Warren/Macomb County,Total Homeless,607
16963,2012,MI,26,Pontiac/Royal Oak/Oakland County,Total Homeless,743
16984,2012,MI,26,Flint/Genesee County,Total Homeless,435
17005,2012,MI,26,Grand Rapids/Wyoming/Kent County,Total Homeless,712
17026,2012,MI,26,Portage/Kalamazoo City & County,Total Homeless,729
17047,2012,MI,26,Lansing/East Lansing/Ingham County,Total Homeless,470
17068,2012,MI,26,Ann Arbor/Washtenaw County,Total Homeless,381
17089,2012,MI,26,Saginaw City & County,Total Homeless,402
17110,2012,MI,26,Lenawee County,Total Homeless,118
17131,2012,MI,26,"Grand Traverse, Antrim, Leelanau Counties",Total Homeless,316
17152,2012,MI,26,"Marquette, Alger Counties",Total Homeless,80
17173,2012,MI,26,Battle Creek/Calhoun County,Total Homeless,216
17194,2012,MI,26,Monroe City & County,Total Homeless,113
17215,2012,MI,26,Norton Shores/Muskegon City & County,Total Homeless,457
17236,2012,MI,26,Jackson City & County,Total Homeless,256
17257,2012,MI,26,Livingston County,Total Homeless,150
17278,2012,MI,26,Holland/Ottawa County,Total Homeless,322
17299,2012,MI,26,Eaton County,Total Homeless,239
17320,2012,MN,27,Minneapolis/Hennepin County,Total Homeless,"3,285"
17341,2012,MN,27,Saint Paul/Ramsey County,Total Homeless,"1,218"
17362,2012,MN,27,Rochester/Southeast Minnesota,Total Homeless,379
17383,2012,MN,27,"Dakota, Anoka, Washington, Scott, Carver Counties",Total Homeless,853
17404,2012,MN,27,Northeast Minnesota,Total Homeless,178
17425,2012,MN,27,St. Cloud/Central Minnesota,Total Homeless,547
17446,2012,MN,27,Northwest Minnesota,Total Homeless,301
17467,2012,MN,27,Moorhead/West Central Minnesota,Total Homeless,254
17488,2012,MN,27,Duluth/St.Louis County,Total Homeless,568
17509,2012,MN,27,Southwest Minnesota,Total Homeless,161
17530,2012,MO,29,St. Louis County,Total Homeless,543
17551,2012,MO,29,St.Louis City,Total Homeless,"1,506"
17572,2012,MO,29,"St. Charles, Lincoln, Warren Counties",Total Homeless,"1,023"
17593,2012,MO,29,"Springfield/Greene, Christian, Webster Counties",Total Homeless,662
17614,2012,MO,29,"Joplin/Jasper, Newton Counties",Total Homeless,"1,724"
17635,2012,MO,29,"St. Joseph/Andrew, Buchanan, DeKalb Counties",Total Homeless,186
17656,2012,MO,29,"Kansas City, Independence, Lees Summit/Jackson, Wyandotte Counties, MO & KS",Total Homeless,"2,705"
17677,2012,MO,29,Missouri Balance of State,Total Homeless,"2,114"
17698,2012,MS,28,"Jackson/Rankin, Madison Counties",Total Homeless,"1,037"
17719,2012,MS,28,Mississippi Balance of State,Total Homeless,"1,018"
17740,2012,MS,28,Gulf Port/Gulf Coast Regional,Total Homeless,358
17761,2012,MT,30,Montana Statewide,Total Homeless,"1,833"
17782,2012,NC,37,Winston Salem/Forsyth County,Total Homeless,556
17803,2012,NC,37,Asheville/Buncombe County,Total Homeless,560
17824,2012,NC,37,Durham City & County,Total Homeless,698
17845,2012,NC,37,North Carolina Balance of State,Total Homeless,"2,922"
17866,2012,NC,37,Greensboro/High Point,Total Homeless,990
17887,2012,NC,37,Charlotte/Mecklenberg,Total Homeless,"2,567"
17908,2012,NC,37,"Wilmington/Brunswick, New Hanover, Pender Counties",Total Homeless,469
17929,2012,NC,37,Raleigh/Wake County,Total Homeless,"1,116"
17950,2012,NC,37,"Gastonia/Cleveland, Gaston, Lincoln Counties",Total Homeless,611
17971,2012,NC,37,Fayetteville/Cumberland County,Total Homeless,"1,606"
17992,2012,NC,37,Chapel Hill/Orange County,Total Homeless,110
18013,2012,NC,37,Northwest North Carolina,Total Homeless,"1,319"
18034,2012,ND,38,North Dakota Statewide,Total Homeless,688
18055,2012,NE,31,Nebraska Balance of State,Total Homeless,"1,278"
18076,2012,NE,31,Omaha/Council Bluffs,Total Homeless,"1,530"
18097,2012,NE,31,Lincoln,Total Homeless,981
18118,2012,NH,33,New Hampshire Balance of State,Total Homeless,761
18139,2012,NH,33,Manchester,Total Homeless,399
18160,2012,NH,33,Nashua/Hillsborough County,Total Homeless,336
18181,2012,NJ,34,Atlantic City & County,Total Homeless,631
18202,2012,NJ,34,Bergen County,Total Homeless,454
18223,2012,NJ,34,Burlington County,Total Homeless,823
18244,2012,NJ,34,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties",Total Homeless,"1,215"
18265,2012,NJ,34,Newark/Essex County,Total Homeless,"1,504"
18286,2012,NJ,34,Jersey City/Bayonne/Hudson County,Total Homeless,"2,087"
18307,2012,NJ,34,New Brunswick/Middlesex County,Total Homeless,"1,145"
18328,2012,NJ,34,Monmouth County,Total Homeless,650
18349,2012,NJ,34,Morris County,Total Homeless,281
18370,2012,NJ,34,Lakewood Township/Ocean County,Total Homeless,649
18391,2012,NJ,34,Paterson/Passaic County,Total Homeless,518
18412,2012,NJ,34,Salem County,Total Homeless,78
18433,2012,NJ,34,Somerset County,Total Homeless,295
18454,2012,NJ,34,Trenton/Mercer County,Total Homeless,"1,009"
18475,2012,NJ,34,Elizabeth/Union County,Total Homeless,"1,456"
18496,2012,NJ,34,"Warren, Sussex, Hunterdon Counties",Total Homeless,230
18517,2012,NM,35,Albuquerque,Total Homeless,"1,431"
18538,2012,NM,35,New Mexico Balance of State,Total Homeless,"1,814"
18559,2012,NV,32,Las Vegas/Clark County,Total Homeless,"7,323"
18580,2012,NV,32,Reno/Sparks/Washoe County,Total Homeless,869
18601,2012,NV,32,Nevada Balance of State,Total Homeless,305
18622,2012,NY,36,Rochester/Irondequoit/Greece/Monroe County,Total Homeless,699
18643,2012,NY,36,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties",Total Homeless,305
18664,2012,NY,36,Albany City & County,Total Homeless,590
18685,2012,NY,36,Cattaragus County,Total Homeless,38
18706,2012,NY,36,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties",Total Homeless,882
18727,2012,NY,36,"Fulton, Montgomery, Schoharie Counties",Total Homeless,72
18748,2012,NY,36,Schenectady City & County,Total Homeless,287
18769,2012,NY,36,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties",Total Homeless,"1,183"
18790,2012,NY,36,Ithaca/Tompkins County,Total Homeless,68
18811,2012,NY,36,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",Total Homeless,292
18832,2012,NY,36,Troy/Rensselaer County,Total Homeless,225
18853,2012,NY,36,"Wayne, Ontario, Seneca, Yates Counties",Total Homeless,121
18874,2012,NY,36,Jamestown/Dunkirk/Chautauqua County,Total Homeless,33
18895,2012,NY,36,Clinton County,Total Homeless,236
18916,2012,NY,36,"Utica/Rome/Oneida, Madison Counties",Total Homeless,176
18937,2012,NY,36,Columbia/Greene County,Total Homeless,132
18958,2012,NY,36,Franklin County,Total Homeless,14
18979,2012,NY,36,Jefferson/Lewis/St. Lawrence Counties,Total Homeless,95
19000,2012,NY,36,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties",Total Homeless,299
19021,2012,NY,36,New York City,Total Homeless,"56,672"
19042,2012,NY,36,Poughkeepsie/Dutchess County,Total Homeless,453
19063,2012,NY,36,Newburgh/Middletown/Orange County,Total Homeless,502
19084,2012,NY,36,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington",Total Homeless,"3,359"
19105,2012,NY,36,Yonkers/Mount Vernon/New Rochelle/Westchester,Total Homeless,"1,741"
19126,2012,NY,36,Rockland County,Total Homeless,107
19147,2012,NY,36,Sullivan County,Total Homeless,630
19168,2012,NY,36,Kingston/Ulster County,Total Homeless,355
19189,2012,OH,39,Cincinnati/Hamilton County,Total Homeless,"1,654"
19210,2012,OH,39,Toledo/Lucas County,Total Homeless,977
19231,2012,OH,39,Cleveland/Cuyahoga County,Total Homeless,"2,191"
19252,2012,OH,39,Columbus/Franklin County,Total Homeless,"1,434"
19273,2012,OH,39,Youngstown/Mahoning County,Total Homeless,224
19294,2012,OH,39,Dayton/Kettering/Montgomery County,Total Homeless,"1,081"
19315,2012,OH,39,Akron/Barberton/Summit County,Total Homeless,813
19336,2012,OH,39,Ohio Balance of State,Total Homeless,"5,121"
19357,2012,OH,39,Canton/Massillon/Alliance/Stark County,Total Homeless,482
19378,2012,OK,40,North Central Oklahoma,Total Homeless,204
19399,2012,OK,40,Tulsa City & County/Broken Arrow,Total Homeless,"1,021"
19420,2012,OK,40,Oklahoma City,Total Homeless,"1,303"
19441,2012,OK,40,Oklahoma Balance of State,Total Homeless,571
19462,2012,OK,40,Norman/Cleveland County,Total Homeless,616
19483,2012,OK,40,Northeast Oklahoma,Total Homeless,342
19504,2012,OK,40,Southwest Oklahoma Regional,Total Homeless,396
19525,2012,OK,40,Southeastern Oklahoma Regional,Total Homeless,579
19546,2012,OR,41,Eugene/Springfield/Lane County,Total Homeless,"2,057"
19567,2012,OR,41,Portland-Gresham-Multnomah County,Total Homeless,"4,423"
19588,2012,OR,41,Medford/Ashland/Jackson County,Total Homeless,691
19609,2012,OR,41,Central Oregon,Total Homeless,808
19630,2012,OR,41,Oregon Balance of State,Total Homeless,"6,105"
19651,2012,OR,41,Hillsboro/Beaverton/Washington County,Total Homeless,751
19672,2012,OR,41,Clackamas County,Total Homeless,993
19693,2012,PA,42,Philadelphia,Total Homeless,"5,780"
19714,2012,PA,42,Harrisburg/Dauphin County,Total Homeless,386
19735,2012,PA,42,Upper Darby/Chester/Haverford/Delaware County,Total Homeless,604
19756,2012,PA,42,Wilkes-Barre/Hazleton/Luzerne County,Total Homeless,178
19777,2012,PA,42,Lower Marion/Norristown/Abington/Montgomery County,Total Homeless,419
19798,2012,PA,42,Chester County,Total Homeless,691
19819,2012,PA,42,Reading/Berks County,Total Homeless,340
19840,2012,PA,42,Scranton/Lackawanna County,Total Homeless,260
19861,2012,PA,42,Eastern Pennsylvania,Total Homeless,"1,752"
19882,2012,PA,42,Lancaster City & County,Total Homeless,562
19903,2012,PA,42,Bristol/Bensalem/Bucks County,Total Homeless,458
19924,2012,PA,42,York City & County,Total Homeless,284
19945,2012,PA,42,Pittsburgh/McKeesport/Penn Hills/Allegheny County,Total Homeless,"1,376"
19966,2012,PA,42,Western Pennsylvania,Total Homeless,"1,097"
19987,2012,PA,42,Beaver County,Total Homeless,110
20008,2012,PA,42,Erie City & County,Total Homeless,439
20029,2012,RI,44,Rhode Island Statewide,Total Homeless,"1,277"
20050,2012,SC,45,Charleston/Low Country,Total Homeless,483
20071,2012,SC,45,Greenville/Anderson/Spartanburg Upstate,Total Homeless,"1,324"
20092,2012,SC,45,Columbia/Midlands,Total Homeless,"1,648"
20113,2012,SC,45,Myrtle Beach/Sumter City & County,Total Homeless,"1,460"
20134,2012,SD,46,South Dakota Statewide,Total Homeless,859
20155,2012,TN,47,Chattanooga/Southeast Tennessee,Total Homeless,548
20176,2012,TN,47,Memphis/Shelby County,Total Homeless,"2,076"
20197,2012,TN,47,Knoxville/Knox County,Total Homeless,854
20218,2012,TN,47,Central Tennessee,Total Homeless,245
20239,2012,TN,47,Nashville/Davidson County,Total Homeless,"1,934"
20260,2012,TN,47,Oak Ridge/Upper Cumberland,Total Homeless,658
20281,2012,TN,47,Jackson/West Tennessee,Total Homeless,"1,692"
20302,2012,TN,47,Appalachian Regional,Total Homeless,424
20323,2012,TN,47,Murfreesboro/Rutherford County,Total Homeless,218
20344,2012,TN,47,"Morristown/Blount, Sevier, Campbell, Cocke Counties",Total Homeless,777
20365,2012,TX,48,San Antonio/Bexar County,Total Homeless,"3,670"
20386,2012,TX,48,Austin/Travis County,Total Homeless,"2,244"
20407,2012,TX,48,Dallas City & County/Irving,Total Homeless,"3,447"
20428,2012,TX,48,Fort Worth/Arlington/Tarrant County,Total Homeless,"2,123"
20449,2012,TX,48,El Paso City & County,Total Homeless,"1,236"
20470,2012,TX,48,Waco/McLennan County,Total Homeless,319
20491,2012,TX,48,Texas Balance of State (BoS),Total Homeless,"12,764"
20512,2012,TX,48,Amarillo,Total Homeless,528
20533,2012,TX,48,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties",Total Homeless,226
20554,2012,TX,48,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties",Total Homeless,"7,187"
20575,2012,TX,48,Bryan/College Station/Brazos Valley,Total Homeless,308
20596,2012,UT,49,Salt Lake City & County,Total Homeless,"2,463"
20617,2012,UT,49,Utah Balance of State,Total Homeless,879
20638,2012,UT,49,Provo/Mountainland,Total Homeless,185
20659,2012,VA,51,"Richmond/Henrico, Chesterfield, Hanover Counties",Total Homeless,933
20680,2012,VA,51,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties",Total Homeless,652
20701,2012,VA,51,Roanoke City & County/Salem,Total Homeless,561
20722,2012,VA,51,Virginia Beach,Total Homeless,440
20743,2012,VA,51,Charlottesville,Total Homeless,191
20764,2012,VA,51,Newport News/Hampton/Virginia Peninsula,Total Homeless,681
20785,2012,VA,51,Portsmouth,Total Homeless,332
20806,2012,VA,51,Lynchburg,Total Homeless,214
20827,2012,VA,51,"Harrisburg, Winchester/Western Virginia",Total Homeless,313
20848,2012,VA,51,"Fredericksburg/Spotsylvania, Stafford Counties",Total Homeless,193
20869,2012,VA,51,Virginia Balance of State (BoS),Total Homeless,957
20890,2012,VA,51,Arlington County,Total Homeless,451
20911,2012,VA,51,Fairfax County,Total Homeless,"1,534"
20932,2012,VA,51,Loudoun County,Total Homeless,168
20953,2012,VA,51,City of Alexandria,Total Homeless,352
20974,2012,VA,51,Prince William County,Total Homeless,452
20995,2012,VT,50,Vermont Balance of State,Total Homeless,776
21016,2012,VT,50,Burlington/Chittenden County,Total Homeless,384
21037,2012,WA,53,Seattle/King County,Total Homeless,"8,899"
21058,2012,WA,53,Washington Balance of State,Total Homeless,"4,819"
21079,2012,WA,53,Spokane City & County,Total Homeless,"1,185"
21100,2012,WA,53,Tacoma/Lakewood/Pierce County,Total Homeless,"1,997"
21121,2012,WA,53,Everett/Snohomish County,Total Homeless,"2,061"
21142,2012,WA,53,Yakima City & County,Total Homeless,523
21163,2012,WA,53,Vancouver/Clark County,Total Homeless,"1,020"
21184,2012,WI,55,Wisconsin Balance of State,Total Homeless,"3,618"
21205,2012,WI,55,Milwaukee City & County,Total Homeless,"1,432"
21226,2012,WI,55,Racine City & County,Total Homeless,241
21247,2012,WI,55,Madison/Dane County,Total Homeless,736
21268,2012,WV,54,Wheeling/Weirton Area,Total Homeless,116
21289,2012,WV,54,"Huntington/Cabell, Wayne Counties",Total Homeless,274
21310,2012,WV,54,"Charleston/Kanawha, Putnam, Boone, Clay Counties",Total Homeless,416
21331,2012,WV,54,West Virginia Balance of State,Total Homeless,"1,604"
21352,2012,WY,56,Wyoming Statewide,Total Homeless,"1,813"
21373,2013,AK,2,Anchorage,Total Homeless,"1,122"
21394,2013,AK,2,Alaska Balance of State,Total Homeless,824
21415,2013,AL,1,"Birmingham/Jefferson, St. Clair, Shelby Counties",Total Homeless,"1,469"
21436,2013,AL,1,Mobile City & County/Baldwin County,Total Homeless,493
21457,2013,AL,1,Florence/Northwest Alabama,Total Homeless,223
21478,2013,AL,1,Huntsville/North Alabama,Total Homeless,586
21499,2013,AL,1,Montgomery City & County,Total Homeless,515
21520,2013,AL,1,Gadsden/Northeast Alabama,Total Homeless,399
21541,2013,AL,1,Tuscaloosa City & County,Total Homeless,99
21562,2013,AL,1,Alabama Balance of State,Total Homeless,905
21583,2013,AR,5,Little Rock/Central Arkansas,Total Homeless,"1,066"
